Name Survived
"Fabrinius Aelius" No
"Severus Crispus" No
"Ovidius Tacitus" No
"Didius Gracchus" Yes
"Porcius Sittius" No
"Severus Opellius" Yes
"Sextius Lucius" No
"Orestius Nonius" No
"Magnentius Seneca" Yes
"Lacerius Aemilius" No
"Primitivus Placidus" No
"Iuventius Silius" No
"Verus Sempronius" Yes
"Marcellus Lucretius" No
"Pompeius Pedius" No
"Pontidius Pedius" No
"Octavenus Maecilius" Yes
"Gracchus Sittius" No
"Marian Norbanus" No
"Granius Plinius" Yes
"Novellius Ogulnius" No
"Cato Draco" No
"Decimus Celsus" Yes
"Hortensius Bonifacius" No
"Draco Orestius" No
"Saturninus Marius" Yes
"Orestius Amulius" No
"Terentius Octavius" No
"Hordeonius Fidenas" No
"Placidus Potitius" No
"Gallus Caedicius" Yes
"Porcius Pomponius" No
"Laberius Pilus" Yes
"Valens Ostorius" Yes
"Sergian Verus" Yes
"Probus Honorius" No
"Pupius Acilius" Yes
"Paternus Mescinius" Yes
"Caelius Nero" No
"Matinius Probus" Yes
"Sulpicius Pettius" Yes
"Petilius Albinius" Yes
"Quintilianus Zeno" Yes
"Camillius Florianus" Yes
"Fabius Longinius" Yes
"Vitus Amulius" Yes
"Gabinius Ostorius" No
"Betilienus Papirius" No
"Maecilius Genucius" No
"Ovidius Cantilius" No
"Marius Semellius" No
"Crispus Afranius" No
"Sallustius Cominius" Yes
"Foslius Seneca" No
"Aulus Egnatius" Yes
"Nigidius Lacerius" Yes
"Lucretius Cominius" No
"Sextus Verecundus" Yes
"Memmius Publius" No
"Icilius Octavenus" No
"Genucius Cloelius" Yes
"Tarquinius Sedatius" Yes
"Paulinus Julius" No
"Pomponius Horatius" No
"Nigidius Lollius" Yes
"Didius Crispus" No
"Eutropius Curtius" No
"Quirinius Decentius" No
"Fabius Cato" Yes
"Camillus Granius" Yes
"Juvenalis Lamponius" Yes
"Aemilius Segulius" Yes
"Varro Gaius" Yes
"Foslius Musonius" Yes
"Coruncanius Clodius" No
"Brennus Festus" No
"Ovidius Ostorius" Yes
"Octavenus Diocletian" Yes
"Perperna Galerius" No
"Afranius Lucretius" Yes
"Vitalis Vitus" Yes
"Donatus Laberius" No
"Pinarus Icilius" No
"Saturninus Memmius" No
"Avidius Laurentius" Yes
"Caninius Lamponius" Yes
"Ollius Persius" No
"Albinius Munatius" No
"Hostilius Hilarianus" Yes
"Cornutus Justus" No
"Laetorius Caelius" No
"Cloelius Aulus" Yes
"Justus Fulcinia" Yes
"Fidenas Horatius" No
"Appius Lucretius" No
"Numonius Germanicus" No
"Sentius Nerva" Yes
"Fannius Numitorius" Yes
"Vitalis Blasius" Yes
"Pontidius Potitius" Yes
"Ogulnius Quintilianus" No
"Minicius Hirrus" No
"Petilius Mescinius" No
"Modius Sallustius" Yes
"Pasidienus Cinna" Yes
"Cethegus Camillus" Yes
"Tarquinius Pinarus" No
"Sestius Caesennius" Yes
"Quintus Caesennius" Yes
"Livius Pompeius" No
"Cornelius Menenius" Yes
"Papirius Vespasian" Yes
"Iunius Laronius" Yes
"Rutilius Rufrius" No
"Laronius Cornelius" Yes
"Bonifacius Iulius" No
"Memmius Cominius" Yes
"Crispus Cocceius" No
"Appius Probus" No
"Belisarius Vibius" No
"Catius Horatius" No
"Sittius Sepullius" Yes
"Decentius Sempronius" Yes
"Aulus Orbilius" No
"Matinius Julius" No
"Nero Fulvius" No
"Pompeius Valens" No
"Petreius Cassio" Yes
"Suetonius Marcius" No
"Octavius Nautius" No
"Iulius Egnatuleius" Yes
"Albinius Tarquinius" Yes
"Nazarius Belisarius" No
"Januarius Hirrus" No
"Matienus Clodius" Yes
"Coruncanius Mallius" Yes
"Balbus Ninnius" No
"Galerius Sulpicius" No
"Iunius Ovidius" No
"Donatus Sornatius" Yes
"Plautius Burrienus" Yes
"Sergian Matinius" Yes
"Matinius Sestius" No
"Laelius Egnatuleius" Yes
"Hordeonius Lucanus" No
"Petilius Pettius" Yes
"Laetorius Faustus" Yes
"Gaius Pasidienus" No
"Fulcinia Belisarius" Yes
"Rabirius Hostius" No
"Sedatius Bonifacius" Yes
"Galerius Cicero" Yes
"Cicero Cocceius" Yes
"Hilarianus Baebius" Yes
"Junius Marcellus" No
"Cinna Lartius" Yes
"Gnaeus Orbilius" No
"Livius Saturninus" No
"Afranius Quintus" No
"Flavius Saturninus" No
"Decimus Publius" No
"Quintilianus Felix" No
"Sextius Seccius" No
"Norbanus Mallius" Yes
"Gaius Rufius" No
"Placidus Blaesus" No
"Cornificius Castorius" No
"Sulpicius Plinius" No
"Laurentius Matinius" No
"Decimus Sedatius" Yes
"Considius Naevius" No
"Papirius Poppaedius" No
"Florian Manius" No
"Festus Hadrian" Yes
"Lollius Tarquinius" Yes
"Ninnius Pedius" No
"Sedatius Salvian" No
"Calventius Petilius" No
"Festinius Cicero" Yes
"Vitus Sergius" No
"Burrienus Pupius" Yes
"Cethegus Suetonius" No
"Urbicus Iuventius" Yes
"Orchius Granius" Yes
"Severian Segulius" Yes
"Caelius Minicius" Yes
"Caesennius Acilius" Yes
"Florian Titus" No
"Matinius Afranius" No
"Cantilius Marcius" No
"Cloelius Nero" No
"Severian Numicius" Yes
"Aulus Festinius" No
"Catilius Vibius" No
"Plinius Florian" Yes
"Opimius Lamponius" No
"Hirrus Aquillius" Yes
"Verus Caecilius" Yes
"Menenius Seccius" Yes
"Cyprian Atilius" Yes
"Orbilius Sabucius" No
"Segulius Blaesus" No
"Fulcinia Laronius" Yes
"Tarquinius Salvius" No
"Cominius Albinius" No
"Lartius Celsus" No
"Maxentius Sornatius" Yes
"Didius Hilarianus" No
"Silvius Secundinius" No
"Paconius Memmius" No
"Atilius Cethegus" No
"Varro Pontidius" Yes
"Nigidius Marcus" Yes
"Naevius Sabucius" Yes
"Sempronius Sestius" No
"Octavenus Sextus" Yes
"Cordius Sergius" Yes
"Urbicus Musonius" No
"Marcius Sextus" No
"Sedatius Lamponius" No
"Calpurnius Baebius" Yes
"Plautius Sabucius" No
"Nerva Mucius" No
"Aelius Amulius" No
"Nasidienus Salinator" Yes
"Urbanus Sextius" No
"Seccius Varro" Yes
"Salvidienus Camillius" No
"Albinius Considius" No
"Cassius Valerius" Yes
"Numicius Livius" Yes
"Severian Publicius" Yes
"Verecundus Cyprian" Yes
"Vespasian Ninnius" No
"Quintilianus Domitian" No
"Cato Terentius" No
"Domitian Lucius" Yes
"Decentius Sestius" No
"Caedicius Cyprian" No
"Fabrinius Flavius" Yes
"Flavius Publius" Yes
"Numerius Maximus" Yes
"Munatius Orchius" Yes
"Hirrus Iuventius" No
"Lucanus Sicinius" No
"Segulius Crispus" No
"Matinius Percennius" No
"Acilius Celsus" Yes
"Gaius Blossius" Yes
"Avidius Manilius" No
"Cassio Nasidius" Yes
"Sentius Aquillius" Yes
"Matinius Balbinus" Yes
"Sidonius Diocletian" Yes
"Tertius Mallius" Yes
"Spurius Licinius" Yes
"Coruncanius Domitian" Yes
"Nasidienus Zeno" Yes
"Memmius Iuventius" Yes
"Pilus Mallius" No
"Regulus Caninius" No
"Felix Sulpicius" Yes
"Herennius Pacilius" Yes
"Junius Sertorius" Yes
"Nigidius Cincinnatus" No
"Gabinius Cicereius" Yes
"Pinarus Caninius" Yes
"Pedius Porcius" No
"Papirius Caninius" Yes
"Minicius Egnatius" No
"Fidius Manilius" Yes
"Regulus Sempronius" Yes
"Agrippa Rufius" No
"Priscus Decimus" Yes
"Gratian Marius" No
"Vespasian Mescinius" No
"Maximian Memmius" No
"Marcius Cethegus" Yes
"Hordeonius Constantinus" No
"Vespasian Agrippa" No
"Modius Sepullius" No
"Flaccus Rabirius" No
"Orestius Secundus" No
"Vitalis Menenius" No
"Maximian Paulinus" No
"Matienus Honorius" Yes
"Publius Varro" No
"Sempronius Varian" No
"Papinius Sempronius" Yes
"Sabucius Camillus" No
"Herennius Nero" No
"Severian Ofilius" Yes
"Quintus Terentius" No
"Nigidius Balbus" No
"Fabius Hilarianus" Yes
"Marcus Honorius" No
"Caedicius Primitivus" No
"Eborius Burrienus" Yes
"Numitorius Caecilius" No
"Crispus Hilarianus" No
"Suetonius Silvius" Yes
"Aulus Perperna" No
"Mamilius Rebilus" Yes
"Porcius Octavius" No
"Seneca Albinius" Yes
"Caedicius Vibius" Yes
"Albinus Nonius" Yes
"Sergian Cornificius" No
"Laelius Saturninus" No
"Afranius Marius" Yes
"Poppaedius Cilnius" No
"Petreius Nigidius" Yes
"Albinus Maximus" No
"Belisarius Fidenas" Yes
"Probus Opimius" No
"Hilarianus Segulius" No
"Octavius Quinctilius" Yes
"Lacerius Lollius" No
"Gaius Sextius" No
"Coruncanius Mallius" Yes
"Horatius Honorius" Yes
"Livius Galerius" Yes
"Nonius Laetorius" No
"Quintus Galerius" Yes
"Iuventius Volumnius" No
"Secundinius Urbicus" Yes
"Drusus Sabucius" Yes
"Quirinius Numerius" No
"Ravillius Fundanus" Yes
"Didius Marian" No
"Sidonius Quintus" Yes
"Orchius Ninnius" Yes
"Castorius Nerva" Yes
"Clodius Quintus" Yes
"Vitus Calpurnius" Yes
"Vitalis Celsus" Yes
"Pontidius Ollius" No
"Festinius Calventius" No
"Papirius Festus" No
"Publius Duronius" Yes
"Justus Cilnius" Yes
"Galerius Foslius" No
"Fundanus Cloelius" No
"Caelius Hostilius" Yes
"Betilienus Eborius" Yes
"Numicius Cyprian" No
"Persius Dacian" No
"Ninnius Priscus" No
"Cicereius Semellius" Yes
"Manilius Papirius" Yes
"Salinator Menenius" No
"Plinius Matinius" Yes
"Eutropius Cocceius" No
"Laronius Celsus" Yes
"Geminius Maximus" No
"Geminius Iuventius" Yes
"Pontidius Considius" Yes
"Castorius Marian" No
"Sentius Tiberius" No
"Modius Regulus" No
"Marcus Maxentius" No
"Lucanus Catius" No
"Nautius Decimus" Yes
"Servilius Petreius" Yes
"Cassio Clodius" No
"Pinarus Regulus" No
"Ovidius Valerius" No
"Camillius Fidenas" No
"Laecanius Calventius" No
"Musonius Candidus" Yes
"Postumius Gnaeus" No
"Iuventius Cornelius" Yes
"Juvenalis Iunius" Yes
"Suetonius Laronius" Yes
"Publius Ofilius" No
"Ennius Eutropius" Yes
"Fabrinius Baebius" No
"Aulus Pacilius" No
"Sedatius Draco" Yes
"Plautius Novellius" No
"Publicius Placidus" Yes
"Galerius Faustus" Yes
"Lucanus Aurelianus" Yes
"Maecilius Placidus" Yes
"Blaesus Vitus" Yes
"Aelius Fulcinia" No
"Donatus Marian" No
"Hortensius Laberius" No
"Albinius Hilarianus" No
"Sergius Crispus" Yes
"Marcius Duronius" Yes
"Gaius Cloelius" Yes
"Herennius Albinus" No
"Vibius Plinius" No
"Salinator Fannius" Yes
"Cantilius Curtius" Yes
"Menenius Quinctilius" No
"Nasidius Nerva" Yes
"Placidus Valerius" No
"Geta Maxentius" Yes
"Varian Nazarius" No
"Cornelius Gratian" No
"Sornatius Caelian" No
"Justus Oppius" Yes
"Perperna Betilienus" Yes
"Musonius Caecilius" Yes
"Egnatuleius Burrienus" Yes
"Ravillius Horatius" No
"Hortensius Considius" No
"Nonius Potitius" Yes
"Egnatuleius Regulus" No
"Maecenas Caelius" Yes
"Cethegus Maximus" Yes
"Opellius Cominius" Yes
"Valens Eutropius" No
"Pupius Quintilianus" Yes
"Gracchus Clodius" No
"Bruttius Opimius" No
"Stertinius Egnatuleius" Yes
"Marcellus Fannius" No
"Castorius Cyprian" No
"Ollius Aquillius" Yes
"Quintilianus Granius" No
"Cato Rufius" No
"Sempronius Donatus" No
"Valentinian Minicius" No
"Considius Cyprian" No
"Betilienus Seneca" Yes
"Coruncanius Probus" Yes
"Pupius Sestius" Yes
"Pius Marian" No
"Pupius Mamilius" Yes
"Juvenalis Acilius" No
"Avidius Julius" No
"Decentius Blasius" No
"Varro Julius" No
"Balbinus Ofilius" No
"Bonifacius Silius" No
"Salvius Decimus" No
"Aurelianus Salvius" Yes
"Pettius Cestius" No
"Lollius Valerius" Yes
"Octavenus Icilius" No
"Cato Cassio" No
"Maxentius Amulius" Yes
"Domitius Numonius" Yes
"Caesennius Oppius" No
"Diocletian Eutropius" Yes
"Claudius Hostilius" No
"Lucanus Secundinius" Yes
"Martialis Decentius" Yes
"Gabinius Hortensius" No
"Egnatius Vespasian" No
"Antonius Stertinius" No
"Julius Messalla" No
"Quintus Urbanus" No
"Eutropius Plinius" Yes
"Calpurnius Considius" No
"Acilius Aquillius" No
"Messalla Germanicus" No
"Minicius Flavius" Yes
"Laronius Valentinian" No
"Icilius Lucanus" Yes
"Justus Aelius" No
"Celsus Gaius" No
"Laurentius Persius" Yes
"Orchius Numitorius" Yes
"Mucius Cyprian" No
"Appius Drusus" Yes
"Eborius Damasus" Yes
"Salvidienus Oppius" No
"Caninius Hostilius" Yes
"Cornutus Aelius" No
"Coruncanius Sentius" No
"Tarquinius Tacitus" No
"Aulus Sempronius" Yes
"Salinator Cilnius" No
"Servius Iunius" No
"Hordeonius Cicero" Yes
"Vitus Gratian" Yes
"Maecenas Cassius" Yes
"Verecundus Ovidius" No
"Servilius Festus" Yes
"Cincinnatus Festinius" Yes
"Faustus Catius" No
"Aquillius Verecundus" No
"Aemilius Orbilius" No
"Laronius Nero" Yes
"Fabrinius Numicius" No
"Calventius Granius" Yes
"Nero Matinius" No
"Decentius Egnatuleius" Yes
"Aulus Munatius" Yes
"Acilius Nazarius" No
"Pinarus Orchius" No
"Iunius Vitus" No
"Rebilus Julius" Yes
"Cincinnatus Sestius" Yes
"Salvidienus Catilius" Yes
"Palpellius Vitalis" Yes
"Aelius Hadrian" No
"Hilarianus Plinius" No
"Eborius Curtius" No
"Magnentius Bonifacius" No
"Murena Didius" Yes
"Sergian Ennius" Yes
"Porcius Decentius" Yes
"Musonius Marcius" No
"Sepullius Lucanus" No
"Orbilius Verus" No
"Julius Damasus" No
"Marcius Probus" No
"Probus Constantinus" Yes
"Geta Mallius" No
"Paconius Vespasian" Yes
"Tacitus Hortensius" Yes
"Dacian Vitus" No
"Caesennius Scribonius" Yes
"Menenius Decimus" No
"Curtius Publicius" Yes
"Percennius Severian" No
"Florianus Maxentius" Yes
"Sentius Domitian" Yes
"Sidonius Gabinius" No
"Laetorius Ninnius" No
"Quinctilius Aulus" Yes
"Salvian Sertorius" Yes
"Nerva Zeno" No
"Sempronius Valentinian" No
"Catius Balbus" Yes
"Crispus Herennius" No
"Maximian Coruncanius" Yes
"Mallius Didius" Yes
"Fabianus Aurelianus" No
"Varian Menenius" No
"Cilnius Avidius" Yes
"Considius Rabirius" No
"Decentius Rabirius" No
"Balbus Nasidienus" No
"Blaesus Granius" Yes
"Urbanus Pinarus" No
"Gaius Ninnius" Yes
"Semellius Verus" Yes
"Salinator Opellius" Yes
"Salinator Domitian" Yes
"Priscus Regulus" No
"Paulinus Sentius" No
"Latinius Aemilius" Yes
"Matienus Baebius" No
"Atilius Cassius" Yes
"Drusus Marcius" No
"Cantilius Salvian" No
"Vitus Nigidius" No
"Ollius Cassianus" No
"Caecilius Papinius" No
"Marcius Severian" No
"Atilius Minicius" Yes
"Cispius Damasus" No
"Fulcinia Mucius" No
"Hortensius Horatius" Yes
"Plinius Perperna" Yes
"Cassius Domitius" Yes
"Priscus Florianus" Yes
"Januarius Secundinius" No
"Claudius Petilius" Yes
"Festinius Ostorius" Yes
"Lollius Quinctilius" Yes
"Pilus Hostius" No
"Fabianus Salvian" Yes
"Celsus Hostius" Yes
"Candidus Crispus" Yes
"Latinius Lartius" No
"Livius Valens" No
"Gabinius Laurentius" No
"Decimus Segulius" Yes
"Pontidius Geta" No
"Catius Sabucius" No
"Silvius Blasius" No
"Servius Damasus" No
"Horatius Fidenas" No
"Cyprian Marcus" No
"Orchius Ovidius" No
"Sertorius Oppius" Yes
"Minicius Fabius" Yes
"Pomponius Opellius" No
"Percennius Cornelius" No
"Cornelius Sempronius" No
"Maecilius Catilius" No
"Burrienus Ofilius" Yes
"Balbinus Rabirius" Yes
"Sergian Januarius" Yes
"Latinius Blaesus" Yes
"Marcus Caninius" No
"Bonifacius Balbinus" No
"Brennus Caedicius" No
"Secundinius Gnaeus" Yes
"Sabucius Icilius" No
"Verecundus Hirrus" Yes
"Clodius Suetonius" No
"Matinius Verecundus" No
"Considius Balbus" Yes
"Crispus Cornificius" No
"Fulvius Flaccus" Yes
"Calventius Tarquinius" Yes
"Damasus Appius" Yes
"Lucretius Granius" No
"Pinarus Silvius" No
"Publius Cassio" No
"Terentius Duronius" No
"Nero Geminius" No
"Gallus Domitian" No
"Blasius Donatus" No
"Matienus Bonifacius" Yes
"Nasennius Burrienus" No
"Sittius Cantilius" Yes
"Statilius Opimius" Yes
"Sittius Rufius" Yes
"Nigidius Catius" Yes
"Flaccus Sentius" No
"Pupius Sicinius" No
"Gaius Sergian" No
"Livius Tiberius" No
"Iuventius Belisarius" Yes
"Decimus Aelius" No
"Cassianus Pomponius" No
"Gallus Salvidienus" Yes
"Rabirius Gabinius" Yes
"Pomponius Januarius" Yes
"Cassio Lartius" No
"Donatus Betilienus" No
"Fundanus Sestius" Yes
"Gabinius Afranius" Yes
"Hilarianus Vitus" No
"Sextus Fidius" Yes
"Segulius Clodius" No
"Nero Gordian" No
"Pupius Curtius" No
"Faustus Maximus" Yes
"Calpurnius Seccius" No
"Magnentius Hostilius" No
"Fabrinius Cinna" Yes
"Florian Pompeius" No
"Caninius Calventius" No
"Sicinius Pompeius" No
"Didius Sornatius" Yes
"Sentius Albinus" Yes
"Publicius Ennius" No
"Cethegus Vitus" No
"Varro Decimus" No
"Nazarius Licinius" No
"Memmius Ofilius" No
"Scribonius Orchius" Yes
"Maecenas Servilius" No
"Seccius Gaius" No
"Festinius Fabrinius" No
"Sicinius Numonius" No
"Ovidius Fannius" Yes
"Pompeius Calpurnius" Yes
"Latinius Aelius" No
"Licinius Egnatius" No
"Plautius Agrippa" No
"Considius Gaius" No
"Seccius Constantinus" Yes
"Belisarius Tacitus" Yes
"Furius Felix" No
"Herennius Papinius" Yes
"Plautius Numicius" Yes
"Vincentius Atilius" Yes
"Suetonius Cyprian" Yes
"Servilius Nigidius" Yes
"Drusus Quintilianus" No
"Cethegus Numerius" No
"Vitus Silanus" Yes
"Quintus Cornificius" Yes
"Hadrian Sestius" Yes
"Iulius Horatius" No
"Cato Damasus" Yes
"Marcius Cincinnatus" No
"Laronius Menenius" Yes
"Laronius Herennius" No
"Blossius Celsus" Yes
"Lamponius Sepullius" No
"Salvidienus Fulcinia" No
"Eutropius Cassius" No
"Diocletian Marcius" Yes
"Cordius Festus" No
"Cominius Iuventius" No
"Paulinus Zeno" No
"Albinus Sittius" No
"Marian Avidius" Yes
"Modius Belisarius" Yes
"Naevius Sergius" Yes
"Silius Novellius" Yes
"Egnatuleius Porcius" Yes
"Nonius Foslius" Yes
"Drusus Genucius" No
"Caedicius Dacian" Yes
"Zeno Plinius" No
"Tiberius Cestius" Yes
"Caecilius Servius" No
"Scribonius Quirinius" No
"Ovidius Pacilius" Yes
"Titus Licinius" No
"Valens Paulinus" No
"Draco Decentius" No
"Sicinius Didius" Yes
"Silvius Nero" No
"Calventius Iunius" No
"Numonius Ravillius" Yes
"Manilius Ravillius" No
"Fannius Granius" Yes
"Eutropius Pacilius" Yes
"Valens Vibius" Yes
"Vitalis Saturninus" No
"Marcellus Eborius" No
"Lollius Cantilius" Yes
"Cyprian Aelius" No
"Cosconius Amulius" Yes
"Octavius Dacian" Yes
"Sempronius Salinator" Yes
"Pacilius Sittius" No
"Maximus Amulius" Yes
"Percennius Herennius" No
"Damasus Eutropius" Yes
"Ninnius Ollius" No
"Betilienus Icilius" Yes
"Iunius Octavenus" Yes
"Eutropius Marcius" No
"Lucretius Honorius" Yes
"Valens Publicius" No
"Valentinian Paconius" Yes
"Maxentius Munatius" No
"Percennius Hostius" Yes
"Didius Curtius" Yes
"Sidonius Cinna" Yes
"Nazarius Silanus" Yes
"Stertinius Sextus" No
"Bruttius Mescinius" No
"Salvius Naevius" No
"Ovidius Ogulnius" Yes
"Valentinian Severus" Yes
"Sedatius Domitian" Yes
"Severian Seneca" No
"Crispus Juvenalis" Yes
"Aquillius Marcellus" Yes
"Naevius Cinna" No
"Quirinius Cassius" Yes
"Fidenas Varian" Yes
"Priscus Cordius" No
"Quirinius Paelignus" Yes
"Pedius Hostilius" No
"Munatius Sergian" No
"Belisarius Semellius" Yes
"Orbilius Silanus" Yes
"Maximus Segulius" No
"Paelignus Fabrinius" No
"Naevius Quintilianus" No
"Horatius Seneca" Yes
"Camillus Justus" Yes
"Terentius Marcius" No
"Primitivus Juvenalis" No
"Martialis Fabrinius" No
"Albinius Appius" No
"Salvius Pacilius" Yes
"Calpurnius Munatius" Yes
"Dacian Papinius" No
"Livius Memmius" Yes
"Brennus Norbanus" No
"Afranius Pettius" No
"Saturninus Tertius" No
"Rutilius Rebilus" Yes
"Sedatius Volumnius" No
"Suetonius Laberius" No
"Cornificius Coruncanius" No
"Sestius Sertorius" No
"Norbanus Sidonius" No
"Bruttius Oppius" No
"Rutilius Lacerius" No
"Egnatius Laetorius" No
"Eborius Gnaeus" No
"Numerius Amulius" Yes
"Eutropius Cyprian" No
"Herennius Verecundus" No
"Percennius Pilus" Yes
"Sabucius Mucius" Yes
"Pupius Blasius" No
"Gordian Fulvius" Yes
"Hirrus Pilus" No
"Icilius Marcus" No
"Martialis Eborius" Yes
"Sepullius Rufius" Yes
"Pasidienus Cominius" No
"Cornutus Primitivus" No
"Caedicius Eutropius" No
"Gordian Petreius" Yes
"Caecilius Laelius" No
"Persius Junius" No
"Hilarianus Cassio" Yes
"Cispius Albinus" No
"Albinus Galerius" Yes
"Tarquinius Severian" Yes
"Lucretius Numerius" No
"Marian Plautius" No
"Lucius Aemilius" No
"Furius Atilius" No
"Memmius Maecilius" Yes
"Paelignus Tarquinius" Yes
"Salvidienus Calventius" Yes
"Decimus Vitus" Yes
"Honorius Salvius" Yes
"Papinius Balbinus" No
"Saturninus Paelignus" No
"Lamponius Rullianus" No
"Ollius Cordius" Yes
"Marcius Volumnius" Yes
"Sicinius Vitus" No
"Duronius Gallus" Yes
"Martialis Sextus" Yes
"Fabius Ovidius" Yes
"Pilus Pupius" Yes
"Severian Cilnius" No
"Regulus Decimus" No
"Nazarius Sidonius" Yes
"Norbanus Sextius" Yes
"Gaius Laronius" No
"Verus Silanus" No
"Latinius Lamponius" Yes
"Marian Hortensius" Yes
"Porcius Ravillius" Yes
"Saturninus Lollius" No
"Laetorius Lucanus" No
"Papinius Rabirius" Yes
"Sornatius Messalla" No
"Damasus Manius" No
"Silanus Sittius" No
"Agrippa Urbanus" No
"Caninius Probus" Yes
"Salvius Calventius" Yes
"Sergius Crispus" No
"Bonifacius Munatius" Yes
"Iunius Silius" No
"Pasidienus Eutropius" Yes
"Saturninus Laetorius" Yes
"Terentius Sabucius" Yes
"Servilius Rufrius" No
"Numicius Camillus" No
"Salvius Rullianus" Yes
"Sicinius Primitivus" Yes
"Orchius Decimus" Yes
"Seccius Varian" Yes
"Pupius Urbanus" No
"Clodius Laberius" No
"Crispus Gratian" Yes
"Seneca Germanicus" No
"Pontidius Petreius" No
"Aurelianus Calventius" No
"Seneca Plautius" No
"Marius Aurelianus" Yes
"Pasidienus Crispus" Yes
"Paternus Palpellius" No
"Marius Manilius" Yes
"Rabirius Rufius" No
"Sepullius Balbinus" Yes
"Tiberius Stertinius" Yes
"Cato Lentulus" No
"Albinus Sempronius" Yes
"Lentulus Clodius" Yes
"Germanicus Rabirius" No
"Antonius Cordius" No
"Sabucius Laelius" Yes
"Fannius Salvian" No
"Martialis Laurentius" Yes
"Paulinus Marian" Yes
"Varian Ravillius" Yes
"Marcius Paternus" No
"Furius Calventius" Yes
"Aemilius Blaesus" Yes
"Ovidius Placidus" Yes
"Numonius Florian" Yes
"Marian Aelius" No
"Latinius Drusus" Yes
"Zeno Camillus" No
"Manilius Cassio" No
"Fulvius Blaesus" No
"Cinna Pontidius" No
"Tacitus Ravillius" No
"Aelius Sextus" No
"Sornatius Pupius" Yes
"Blaesus Sergian" No
"Quintus Rabirius" Yes
"Pius Sidonius" Yes
"Mallius Donatus" No
"Sornatius Genucius" No
"Papirius Percennius" No
"Laecanius Rabirius" No
"Bruttius Cispius" No
"Bruttius Ingenuus" Yes
"Burrienus Decimus" No
"Verecundus Licinius" No
"Salinator Pedius" No
"Castorius Novellius" No
"Ovidius Genucius" Yes
"Orbilius Caninius" No
"Cyprian Vibius" No
"Sempronius Publicius" Yes
"Lucius Maecilius" Yes
"Maxentius Caelius" Yes
"Sepullius Pilus" No
"Duronius Ovidius" No
"Latinius Manilius" No
"Salinator Cincinnatus" Yes
"Cethegus Paconius" Yes
"Marcellus Iulius" No
"Vibius Maecenas" No
"Catius Semellius" Yes
"Clodius Geminius" Yes
"Modius Sergian" Yes
"Statilius Valentinian" No
"Vitalis Lentulus" No
"Lucretius Pontidius" Yes
"Maxentius Cocceius" No
"Avidius Horatius" No
"Numicius Novellius" No
"Modius Tiberius" No
"Crispus Matinius" Yes
"Caninius Memmius" No
"Rabirius Tarquinius" No
"Secundus Sittius" No
"Calventius Ostorius" Yes
"Mallius Marius" No
"Brennus Fabrinius" Yes
"Laetorius Gaius" Yes
"Icilius Pettius" No
"Sabucius Sertorius" Yes
"Quirinius Pupius" No
"Crispinus Sedatius" No
"Aelius Germanicus" No
"Germanicus Salvian" Yes
"Paulinus Maecilius" No
"Tertius Laberius" No
"Maxentius Tacitus" Yes
"Avidius Eborius" Yes
"Sulpicius Bruttius" Yes
"Flaccus Afranius" Yes
"Papinius Gabinius" No
"Silius Ogulnius" Yes
